,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,image_url
216,"['Guts', 'Quick Feet', 'Unnerve']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130.0,5120.0,70.0,500.0,60,Hibernator Pokémon,75.0,1000000.0,1.8,90.0,Ursaring,50.0,217.0,75.0,75.0,55.0,normal,,125.8,2.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.png
217,"['Magma Armor', 'Flame Body', 'Weak Armor']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,40.0,5120.0,70.0,250.0,190,Lava Pokémon,40.0,1000000.0,0.7,40.0,Slugma,50.0,218.0,70.0,40.0,20.0,fire,,35.0,2.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.png
218,"['Magma Armor', 'Flame Body', 'Weak Armor']",0.5,1.0,1.0,1.0,0.5,2.0,0.25,0.5,1.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,1.0,4.0,50.0,5120.0,70.0,430.0,75,Lava Pokémon,120.0,1000000.0,0.8,60.0,Magcargo,50.0,219.0,90.0,80.0,30.0,fire,rock,55.0,2.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png
219,"['Oblivious', 'Snow Cloak', 'Thick Fat']",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,50.0,5120.0,70.0,250.0,225,Pig Pokémon,40.0,1250000.0,0.4,50.0,Swinub,50.0,220.0,30.0,30.0,50.0,ice,ground,6.5,2.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png
220,"['Oblivious', 'Snow Cloak', 'Thick Fat']",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,100.0,5120.0,70.0,450.0,75,Swine Pokémon,80.0,1250000.0,1.1,100.0,Piloswine,50.0,221.0,60.0,60.0,50.0,ice,ground,55.8,2.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png
221,"['Hustle', 'Natural Cure', 'Regenerator']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,55.0,5120.0,70.0,410.0,60,Coral Pokémon,95.0,800000.0,0.6,65.0,Corsola,24.6,222.0,65.0,95.0,35.0,water,rock,5.0,2.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png
222,"['Hustle', 'Sniper', 'Moody']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65.0,5120.0,70.0,300.0,190,Jet Pokémon,35.0,1000000.0,0.6,35.0,Remoraid,50.0,223.0,65.0,35.0,65.0,water,,12.0,2.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.png
223,"['Suction Cups', 'Sniper', 'Moody']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105.0,5120.0,70.0,480.0,75,Jet Pokémon,75.0,1000000.0,0.9,75.0,Octillery,50.0,224.0,105.0,75.0,45.0,water,,28.5,2.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png
224,"['Vital Spirit', 'Hustle', 'Insomnia']",0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,55.0,5120.0,70.0,330.0,45,Delivery Pokémon,45.0,800000.0,0.9,45.0,Delibird,50.0,225.0,65.0,45.0,75.0,ice,flying,16.0,2.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png
225,"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,40.0,6400.0,70.0,485.0,25,Kite Pokémon,70.0,1250000.0,2.1,85.0,Mantine,50.0,226.0,80.0,140.0,70.0,water,flying,220.0,2.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png
226,"['Keen Eye', 'Sturdy', 'Weak Armor']",0.25,1.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,80.0,6400.0,70.0,465.0,25,Armor Bird Pokémon,140.0,1250000.0,1.7,65.0,Skarmory,50.0,227.0,40.0,70.0,70.0,steel,flying,50.5,2.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png
227,"['Early Bird', 'Flash Fire', 'Unnerve']",1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,60.0,5120.0,35.0,330.0,120,Dark Pokémon,30.0,1250000.0,0.6,45.0,Houndour,50.0,228.0,80.0,50.0,65.0,dark,fire,10.8,2.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png
228,"['Early Bird', 'Flash Fire', 'Unnerve']",1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,90.0,5120.0,35.0,600.0,45,Dark Pokémon,90.0,1250000.0,1.4,75.0,Houndoom,50.0,229.0,140.0,90.0,115.0,dark,fire,35.0,2.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png
229,"['Swift Swim', 'Sniper', 'Damp']",1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,95.0,5120.0,70.0,540.0,45,Dragon Pokémon,95.0,1000000.0,1.8,75.0,Kingdra,50.0,230.0,95.0,95.0,85.0,water,dragon,152.0,2.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png
230,"['Pickup', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,60.0,5120.0,70.0,330.0,120,Long Nose Pokémon,60.0,1000000.0,0.5,90.0,Phanpy,50.0,231.0,40.0,40.0,40.0,ground,,33.5,2.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png
231,"['Sturdy', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,120.0,5120.0,70.0,500.0,60,Armor Pokémon,120.0,1000000.0,1.1,90.0,Donphan,50.0,232.0,60.0,60.0,50.0,ground,,120.0,2.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png
232,"['Trace', 'Download', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,5120.0,70.0,515.0,45,Virtual Pokémon,90.0,1000000.0,0.6,85.0,Porygon2,,233.0,105.0,95.0,60.0,normal,,32.5,2.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png
233,"['Intimidate', 'Frisk', 'Sap Sipper']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,95.0,5120.0,70.0,465.0,45,Big Horn Pokémon,62.0,1250000.0,1.4,73.0,Stantler,50.0,234.0,85.0,65.0,85.0,normal,,71.2,2.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png
234,"['Own Tempo', 'Technician', 'Moody']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,5120.0,70.0,250.0,45,Painter Pokémon,35.0,800000.0,1.2,55.0,Smeargle,50.0,235.0,20.0,45.0,75.0,normal,,58.0,2.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png
235,"['Guts', 'Steadfast', 'Vital Spirit']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,35.0,6400.0,70.0,210.0,75,Scuffle Pokémon,35.0,1000000.0,0.7,35.0,Tyrogue,100.0,236.0,35.0,35.0,35.0,fighting,,21.0,2.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png
236,"['Intimidate', 'Technician', 'Steadfast']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,95.0,6400.0,70.0,455.0,45,Handstand Pokémon,95.0,1000000.0,1.4,50.0,Hitmontop,100.0,237.0,35.0,110.0,70.0,fighting,,48.0,2.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png
237,"['Oblivious', 'Forewarn', 'Hydration']",2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,30.0,6400.0,70.0,305.0,45,Kiss Pokémon,15.0,1000000.0,0.4,45.0,Smoochum,0.0,238.0,85.0,65.0,65.0,ice,psychic,6.0,2.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png
238,"['Static', 'Vital Spirit']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,63.0,6400.0,70.0,360.0,45,Electric Pokémon,37.0,1000000.0,0.6,45.0,Elekid,75.4,239.0,65.0,55.0,95.0,electric,,23.5,2.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png
239,"['Flame Body', 'Vital Spirit']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,75.0,6400.0,70.0,365.0,45,Live Coal Pokémon,37.0,1000000.0,0.7,45.0,Magby,75.4,240.0,70.0,55.0,83.0,fire,,21.4,2.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png
240,"['Thick Fat', 'Scrappy', 'Sap Sipper']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,5120.0,70.0,490.0,45,Milk Cow Pokémon,105.0,1250000.0,1.2,95.0,Miltank,0.0,241.0,40.0,70.0,100.0,normal,,75.5,2.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png
241,"['Natural Cure', 'Serene Grace', 'Healer']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10240.0,140.0,540.0,30,Happiness Pokémon,10.0,800000.0,1.5,255.0,Blissey,0.0,242.0,75.0,135.0,55.0,normal,,46.8,2.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png
242,"['Pressure', 'Inner Focus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,85.0,20480.0,35.0,580.0,3,Thunder Pokémon,75.0,1250000.0,1.9,90.0,Raikou,,243.0,115.0,100.0,115.0,electric,,178.0,2.0,1.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png
243,"['Pressure', 'Inner Focus']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,115.0,20480.0,35.0,580.0,3,Volcano Pokémon,85.0,1250000.0,2.1,115.0,Entei,,244.0,90.0,75.0,100.0,fire,,198.0,2.0,1.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png
244,"['Pressure', 'Inner Focus']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75.0,20480.0,35.0,580.0,3,Aurora Pokémon,115.0,1250000.0,2.0,100.0,Suicune,,245.0,90.0,115.0,85.0,water,,187.0,2.0,1.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png
245,"['Guts', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,64.0,10240.0,35.0,300.0,45,Rock Skin Pokémon,50.0,1250000.0,0.6,50.0,Larvitar,50.0,246.0,45.0,50.0,41.0,rock,ground,72.0,2.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png
246,['Shed Skin'],1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,84.0,10240.0,35.0,410.0,45,Hard Shell Pokémon,70.0,1250000.0,1.2,70.0,Pupitar,50.0,247.0,65.0,70.0,51.0,rock,ground,152.0,2.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png
247,"['Sand Stream', 'Unnerve']",2.0,0.5,1.0,1.0,2.0,4.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,0.5,0.0,1.0,2.0,2.0,164.0,10240.0,35.0,700.0,45,Armor Pokémon,150.0,1250000.0,2.0,100.0,Tyranitar,50.0,248.0,95.0,120.0,71.0,rock,dark,202.0,2.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png
248,"['Pressure', 'Multiscale']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,90.0,30720.0,0.0,680.0,3,Diving Pokémon,130.0,1250000.0,5.2,106.0,Lugia,,249.0,90.0,154.0,110.0,psychic,flying,216.0,2.0,1.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png
249,"['Pressure', 'Regenerator']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,130.0,30720.0,0.0,680.0,3,Rainbow Pokémon,90.0,1250000.0,3.8,106.0,Ho-Oh,,250.0,110.0,154.0,90.0,fire,flying,199.0,2.0,1.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png
250,['Natural Cure'],4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,100.0,30720.0,100.0,600.0,45,Time Travel Pokémon,100.0,1059860.0,0.6,100.0,Celebi,,251.0,100.0,100.0,100.0,psychic,grass,5.0,2.0,1.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png
251,"['Overgrow', 'Unburden']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,45.0,5120.0,70.0,310.0,45,Wood Gecko Pokémon,35.0,1059860.0,0.5,40.0,Treecko,88.1,252.0,65.0,55.0,70.0,grass,,5.0,3.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png
252,"['Overgrow', 'Unburden']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,65.0,5120.0,70.0,405.0,45,Wood Gecko Pokémon,45.0,1059860.0,0.9,50.0,Grovyle,88.1,253.0,85.0,65.0,95.0,grass,,21.6,3.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png
253,"['Overgrow', 'Unburden']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,110.0,5120.0,70.0,630.0,45,Forest Pokémon,75.0,1059860.0,1.7,70.0,Sceptile,88.1,254.0,145.0,85.0,145.0,grass,,52.2,3.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png
254,"['Blaze', 'Speed Boost']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,60.0,5120.0,70.0,310.0,45,Chick Pokémon,40.0,1059860.0,0.4,45.0,Torchic,88.1,255.0,70.0,50.0,45.0,fire,,2.5,3.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png
255,"['Blaze', 'Speed Boost']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,85.0,5120.0,70.0,405.0,45,Young Fowl Pokémon,60.0,1059860.0,0.9,60.0,Combusken,88.1,256.0,85.0,60.0,55.0,fire,fighting,19.5,3.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png
256,"['Blaze', 'Speed Boost']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,160.0,5120.0,70.0,630.0,45,Blaze Pokémon,80.0,1059860.0,1.9,80.0,Blaziken,88.1,257.0,130.0,80.0,100.0,fire,fighting,52.0,3.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png
257,"['Torrent', 'Damp']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,70.0,5120.0,70.0,310.0,45,Mud Fish Pokémon,50.0,1059860.0,0.4,50.0,Mudkip,88.1,258.0,50.0,50.0,40.0,water,,7.6,3.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png
258,"['Torrent', 'Damp']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,85.0,5120.0,70.0,405.0,45,Mud Fish Pokémon,70.0,1059860.0,0.7,70.0,Marshtomp,88.1,259.0,60.0,70.0,50.0,water,ground,28.0,3.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png
259,"['Torrent', 'Damp']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,150.0,5120.0,70.0,635.0,45,Mud Fish Pokémon,110.0,1059860.0,1.5,100.0,Swampert,88.1,260.0,95.0,110.0,70.0,water,ground,81.9,3.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png
260,"['Run Away', 'Quick Feet', 'Rattled']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,55.0,3840.0,70.0,220.0,255,Bite Pokémon,35.0,1000000.0,0.5,35.0,Poochyena,50.0,261.0,30.0,30.0,35.0,dark,,13.6,3.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png
261,"['Intimidate', 'Quick Feet', 'Moxie']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,90.0,3840.0,70.0,420.0,127,Bite Pokémon,70.0,1000000.0,1.0,70.0,Mightyena,50.0,262.0,60.0,60.0,70.0,dark,,37.0,3.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png
262,"['Pickup', 'Gluttony', 'Quick Feet']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,3840.0,70.0,240.0,255,Tiny Racoon Pokémon,41.0,1000000.0,0.4,38.0,Zigzagoon,50.0,263.0,30.0,41.0,60.0,normal,,17.5,3.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png
263,"['Pickup', 'Gluttony', 'Quick Feet']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,3840.0,70.0,420.0,90,Rush Pokémon,61.0,1000000.0,0.5,78.0,Linoone,50.0,264.0,50.0,61.0,100.0,normal,,32.5,3.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png
264,"['Shield Dust', 'Run Away']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,45.0,3840.0,70.0,195.0,255,Worm Pokémon,35.0,1000000.0,0.3,45.0,Wurmple,50.0,265.0,20.0,30.0,20.0,bug,,3.6,3.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png
265,['Shed Skin'],1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35.0,3840.0,70.0,205.0,120,Cocoon Pokémon,55.0,1000000.0,0.6,50.0,Silcoon,50.0,266.0,25.0,25.0,15.0,bug,,10.0,3.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png
266,"['Swarm', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,70.0,3840.0,70.0,395.0,45,Butterfly Pokémon,50.0,1000000.0,1.0,60.0,Beautifly,50.0,267.0,100.0,50.0,65.0,bug,flying,28.4,3.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png
267,['Shed Skin'],1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35.0,3840.0,70.0,205.0,120,Cocoon Pokémon,55.0,1000000.0,0.7,50.0,Cascoon,50.0,268.0,25.0,25.0,15.0,bug,,11.5,3.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png
268,"['Shield Dust', 'Compoundeyes']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,50.0,3840.0,70.0,385.0,45,Poison Moth Pokémon,70.0,1000000.0,1.2,60.0,Dustox,50.0,269.0,50.0,90.0,65.0,bug,poison,31.6,3.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png
269,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,30.0,3840.0,70.0,220.0,255,Water Weed Pokémon,30.0,1059860.0,0.5,40.0,Lotad,50.0,270.0,40.0,50.0,30.0,water,grass,2.6,3.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png
270,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,50.0,3840.0,70.0,340.0,120,Jolly Pokémon,50.0,1059860.0,1.2,60.0,Lombre,50.0,271.0,60.0,70.0,50.0,water,grass,32.5,3.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png
271,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,70.0,3840.0,70.0,480.0,45,Carefree Pokémon,70.0,1059860.0,1.5,80.0,Ludicolo,50.0,272.0,90.0,100.0,70.0,water,grass,55.0,3.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png
272,"['Chlorophyll', 'Early Bird', 'Pickpocket']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40.0,3840.0,70.0,220.0,255,Acorn Pokémon,50.0,1059860.0,0.5,40.0,Seedot,50.0,273.0,30.0,30.0,30.0,grass,,4.0,3.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png
273,"['Chlorophyll', 'Early Bird', 'Pickpocket']",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,70.0,3840.0,70.0,340.0,120,Wily Pokémon,40.0,1059860.0,1.0,70.0,Nuzleaf,50.0,274.0,60.0,40.0,60.0,grass,dark,28.0,3.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png
274,"['Chlorophyll', 'Early Bird', 'Pickpocket']",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,100.0,3840.0,70.0,480.0,45,Wickid Pokémon,60.0,1059860.0,1.3,90.0,Shiftry,50.0,275.0,90.0,60.0,80.0,grass,dark,59.6,3.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png
275,"['Guts', 'Scrappy']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55.0,3840.0,70.0,270.0,200,TinySwallow Pokémon,30.0,1059860.0,0.3,40.0,Taillow,50.0,276.0,30.0,30.0,85.0,normal,flying,2.3,3.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png
276,"['Guts', 'Scrappy']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,85.0,3840.0,70.0,455.0,45,Swallow Pokémon,60.0,1059860.0,0.7,60.0,Swellow,50.0,277.0,75.0,50.0,125.0,normal,flying,19.8,3.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png
